N_unmapped	940086	940086	940086
N_multimapping	2035358	2035358	2035358
N_noFeature	4225203	14822745	4287555
N_ambiguous	789928	12638	268023
cac	332	0	332
Cngl	0	1	0
CG11836	156	0	156
CG33096	78	0	78
bam	988	236	1458
sisRNA:CR46364	192	0	192
CG5890	0	0	0
CG17189	0	0	0
CG11951	16	0	16
dco	3038	37	3039
mir-10404-3	0	0	0
mir-10404-4	0	0	0
mir-10404-5	0	0	0
CG32809	569	122	587
CG3078	19	0	19
fd3F	0	0	0
lncRNA:CR46349	0	0	0
CG43689	260	0	260
ctp	15387	22	15367
CG9650	106	1	105
ct	941	2	941
oc	0	0	0
CG12662	0	0	0
mei-P26	3465	0	3465
CG1354	1912	0	1912
CG17841	678	184	1465
flw	1617	0	1617
ras	555	0	555
sbr	1829	21	1808
5PtaseI	327	264	326
Nmnat	152	0	152
CG31145	541	0	541
CASK	352	0	352
CG17279	0	0	0
Syp	8527	4	8528
CG4367	0	0	0
CG31122	554	0	554
CG46383	0	0	0
CG31088	0	0	0
lncRNA:CR46153	0	0	0
lncRNA:CR46030	0	0	0
lncRNA:CR46024	0	0	0
lncRNA:CR46267	0	0	0
asRNA:CR46034	0	0	0
lncRNA:CR46052	0	0	0
lncRNA:CR46053	0	0	0
mir-10404-2	0	0	0
mir-10404-1	0	0	0
mir-11182	0	0	0
mir-4966-2	0	0	0
hpRNA:CR46342	551	29	522
hpRNA:1	0	0	0
hpRNA:CR46340	0	0	0
lncRNA:CR46337	0	0	0
hpRNA:CR32205	36	0	36
lncRNA:CR46336	0	0	0
lncRNA:TS27	0	0	0
lncRNA:TS26	0	0	0
lncRNA:TS25	0	0	0
lncRNA:TS20	0	0	0
lncRNA:TS9	0	0	0
lncRNA:TS6	0	0	0
lncRNA:CR46328	0	0	0
lncRNA:TS4	0	0	0
lncRNA:CR46326	0	0	0
lncRNA:TS3	0	0	0
lncRNA:TS2	0	0	0
lncRNA:TS1	0	0	0
pre-rRNA:CR45856	138	0	138
asRNA:CR44019	0	0	0
hpRNA:CR33940	500	0	941
hpRNA:CR32207	521	0	521
hpRNA:CR18854	1235	62	1864
lncRNA:CR46322	0	0	0
mir-9388	0	0	0
lncRNA:CR46299	0	0	0
mir-9383	0	0	0
mir-9374	0	0	0
mir-9380	0	0	0
mir-9377	0	0	0
mir-9375	0	0	0
mir-9385	0	0	0
mir-9369	0	0	0
mir-9373	0	0	0
mir-9379	0	0	0
mir-9371	0	0	0
mir-9370	0	0	0
mir-9378	0	0	0
mir-9382	0	0	0
mir-9372	0	0	0
mir-9381	0	0	0
mir-9376	0	0	0
mir-9384	0	0	0
lncRNA:CR46148	0	0	0
lncRNA:CR45363	0	0	0
lncRNA:CR45334	0	0	0
lncRNA:CR45236	0	0	0
lncRNA:CR44801	0	0	0
lncRNA:CR44601	0	0	0
lncRNA:CR44414	0	0	0
lncRNA:CR42790	0	0	0
lncRNA:noe	27	0	27
lncRNA:CR32553	0	0	0
lncRNA:CR31526	0	0	0
lncRNA:CR14310	0	0	0
28SrRNA:CR45844	0	0	0
2SrRNA:CR45843	0	0	0
5.8SrRNA:CR45842	0	0	0
18SrRNA:CR45841	0	0	0
pre-rRNA:CR45847	0	0	0
2SrRNA:CR45840	0	0	0
5.8SrRNA:CR45839	0	0	0
18SrRNA:CR45838	0	0	0
