chr2L	11345	11409	2	2	1	1	0	3
chr2L	12929	13519	2	2	1	16	0	5
chr2L	13626	13682	2	2	1	29	0	18
chr2L	14875	14932	2	2	1	23	0	37
chr2L	15712	17052	2	2	1	6	0	5
chr2L	17213	18025	2	2	1	22	0	12
chr2L	17213	19879	2	2	1	7	0	23
chr2L	68024	68084	1	1	1	15	0	13
chr2L	70550	70606	1	1	1	111	0	20
chr2L	73693	74902	1	1	1	35	0	34
chr2L	95071	95131	1	1	1	70	0	22
chr2L	95302	95353	1	1	1	35	0	29
chr2L	99724	99784	1	1	1	20	0	29
chr2L	100517	100571	1	1	1	20	0	34
chr2L	103435	103877	1	1	1	13	0	17
chr2L	104948	105004	2	2	1	19	0	5
chr2L	105337	105390	2	2	1	2	0	14
chr2L	105456	105511	2	2	1	16	0	30
chr2L	108227	108587	1	1	1	54	0	26
chr2L	108347	108587	1	1	1	57	0	29
chr2L	108810	110405	1	1	1	124	0	27
chr2L	110484	110754	1	1	1	32	0	7
chr2L	110878	111906	1	1	1	108	0	19
chr2L	110878	112689	1	1	1	107	0	32
chr2L	112020	112689	1	1	1	55	0	36
chr2L	113370	113433	1	1	1	106	0	28
chr2L	114992	155566	1	1	1	50	0	32
chr2L	118875	118930	2	2	1	20	0	15
chr2L	119376	119430	2	2	1	25	0	37
chr2L	123630	123693	2	2	1	21	0	35
chr2L	124025	124086	2	2	1	97	0	28
chr2L	125267	126109	2	2	1	27	0	21
chr2L	126228	128799	2	2	1	28	0	20
chr2L	148826	148878	2	2	1	19	0	23
chr2L	155430	155566	1	1	1	4	0	18
chr2L	155785	155857	1	1	1	45	0	37
chr2L	156029	183480	1	1	0	5	0	14
chr2L	156029	202852	1	1	0	0	1	13
chr2L	156349	156422	1	1	1	18	0	32
chr2L	156553	156735	1	1	1	40	0	22
chr2L	159820	160008	1	1	1	9	0	15
chr2L	160024	162591	1	1	0	9	0	15
chr2L	186124	186192	1	1	1	18	0	4
chr2L	200316	200375	1	1	1	40	0	26
chr2L	200676	200741	1	1	1	24	0	4
chr2L	203892	203992	1	1	1	23	0	10
chr2L	207632	207710	1	1	1	7	0	30
chr2L	210914	237512	1	1	0	0	1	16
chr2L	214943	215033	2	2	1	17	0	6
chr2L	215677	215772	2	2	1	25	0	30
chr2L	216574	216631	2	2	1	1	0	35
chr2L	218886	226115	2	2	1	23	0	5
chr2L	226509	227371	2	2	1	44	0	34
chr2L	228282	229172	2	2	1	31	0	15
chr2L	229383	230537	2	2	1	1	0	3
chr2L	230628	230757	2	2	1	34	0	38
chr2L	253386	253445	2	2	1	22	0	7
chr2L	254398	271628	2	2	1	11	0	9
chr2L	275252	275318	2	2	1	69	0	31
chr2L	276498	276738	2	2	1	24	0	12
chr2L	294373	294440	2	2	1	89	0	18
chr2L	295281	295345	1	1	1	33	0	31
chr2L	295629	295703	1	1	1	70	0	35
chr2L	296812	296976	1	1	1	199	0	25
chr2L	298404	299032	1	1	1	14	0	3
chr2L	299919	302025	1	1	1	27	0	31
chr2L	310606	317742	1	1	1	32	0	27
chr2L	325825	334119	1	1	1	79	0	35
chr2L	335549	336017	1	1	1	28	0	29
chr2L	336204	336348	1	1	1	21	0	36
chr2L	336547	337015	1	1	1	20	0	25
chr2L	337199	337937	1	1	1	15	0	29
chr2L	338119	339206	1	1	1	40	0	8
chr2L	340856	342578	1	1	1	1	0	21
chr2L	344490	344554	1	1	1	34	0	31
chr2L	345154	345214	1	1	1	52	0	14
chr2L	356313	356366	2	2	1	24	0	4
chr2L	404474	404535	1	1	1	33	0	23
chr2L	409466	409531	2	2	1	17	0	35
chr2L	409737	409789	2	2	1	12	0	22
chr2L	412659	413395	2	2	1	44	0	29
chr2L	420147	420291	1	1	1	12097	1	34
chr2L	420691	470543	1	1	0	9	0	29
chr2L	420696	422690	2	2	0	0	1	12
chr2L	420696	470545	2	2	0	94	0	21
chr2L	446584	446641	1	1	1	6	0	25
chr2L	448876	498542	2	2	0	1	0	13
chr2L	450541	450665	2	2	1	53	0	32
chr2L	450879	452576	2	2	1	32	0	4
chr2L	454271	454329	1	1	1	31	0	20
chr2L	457563	457627	1	1	1	14	0	33
chr2L	474766	475035	1	1	1	28	0	26
chr2L	475179	475232	1	1	1	47	0	29
chr2L	476016	476077	1	1	1	107	0	14
chr2L	539250	539309	1	1	1	15	0	28
chr2L	542351	542429	2	2	1	23	0	20
chr2L	544267	544332	2	2	1	23	0	5
chr2L	545307	545370	1	1	1	18	0	19
chr2L	560038	560096	1	1	1	39	0	7
chr2L	574699	574779	1	1	1	1	0	16
chr2L	823570	823636	1	1	1	13	0	14
chr2L	824138	824218	1	1	1	39	0	33
chr2L	834584	834973	2	2	1	48	0	37
chr2L	835291	835352	2	2	1	20	0	37
chr2L	835548	836545	2	2	1	20	0	28
chr2L	837379	849898	2	2	1	57	0	22
chr2L	852443	852498	2	2	1	5	0	30
chr2L	855811	855867	1	1	1	48	0	34
chr2L	864339	864397	2	2	1	64	0	37
chr2L	868082	868102	0	0	0	35	0	37
chr2L	870553	871340	1	1	1	1	0	10
chr2L	872081	872207	1	1	1	33	0	6
chr2L	1081428	1081577	1	1	1	30	0	16
chr2L	1082057	1082119	1	1	1	32	0	10
chr2L	1107950	1108015	2	2	1	32	0	30
chr2L	1116691	1117443	2	2	1	24	0	4
chr2L	1117517	1118565	2	2	1	334	0	38
chr2L	1117517	1128128	2	2	1	22	0	34
chr2L	1128346	1128803	2	2	1	10	0	15
chr2L	1150327	1150378	2	2	1	37	0	15
chr2L	1151548	1151689	1	3	0	0	1	21
chr2L	1152116	1152176	2	2	1	122	0	33
chr2L	1152701	1152770	2	2	1	19	0	23
chr2L	1153319	1153385	2	2	1	138	0	36
chr2L	1166923	1166982	1	1	1	92	0	31
chr2L	1167955	1168011	2	2	1	32	0	26
chr2L	1170554	1170610	1	1	1	5	0	30
chr2L	1173830	1173883	1	1	1	16	0	25
chr2L	1174267	1174496	1	1	1	66	0	19
chr2L	1176044	1176100	1	1	1	11	0	4
chr2L	1177192	1177255	1	1	1	11	0	16
chr2L	1179938	1179996	1	1	1	13	0	10
chr2L	1186453	1191402	1	1	1	26	0	11
chr2L	1191535	1191598	1	1	1	53	0	36
chr2L	1368314	1368365	1	1	1	37	0	8
chr2L	1382633	1384926	2	2	1	8	0	37
chr2L	1499422	1499674	2	2	1	31	0	19
chr2L	1500046	1500113	2	2	1	13	0	16
chr2L	1501037	1501096	2	2	1	4	0	6
