chr2L	11345	11409	2	2	1	44	0	34
chr2L	11345	11778	2	2	1	6	0	9
chr2L	11519	11778	2	2	1	164	0	38
chr2L	12222	12285	2	2	1	34	0	38
chr2L	12929	13463	2	2	0	2	0	32
chr2L	12929	13519	2	2	1	34	0	33
chr2L	12929	17052	2	2	0	2	0	33
chr2L	13626	13682	2	2	1	99	0	38
chr2L	14875	14932	2	2	1	36	0	37
chr2L	15712	17052	2	2	1	7	1	31
chr2L	15712	19879	2	2	1	0	1	3
chr2L	17156	52858	1	1	0	0	1	12
chr2L	17208	19879	2	2	0	1	0	22
chr2L	17213	18025	2	2	1	5	0	21
chr2L	17213	18260	2	2	1	20	3	26
chr2L	17213	18330	2	2	0	0	14	31
chr2L	17213	19879	2	2	1	37	0	33
chr2L	17213	21135	2	2	1	0	14	31
chr2L	18164	18260	2	2	0	0	1	37
chr2L	18164	21065	2	2	0	0	1	37
chr2L	18169	18260	2	2	1	0	2	18
chr2L	18194	18330	2	2	0	1	0	23
chr2L	19964	52858	1	1	0	0	1	12
chr2L	20016	21065	2	2	1	2	0	16
chr2L	20021	21065	2	2	1	31	3	26
chr2L	20021	21135	2	2	1	2	2	22
chr2L	20969	21065	2	2	0	0	1	37
chr2L	20974	21065	2	2	1	0	2	18
chr2L	22942	22997	1	1	1	3	0	27
chr2L	23423	54501	1	1	0	2	0	19
chr2L	33271	33844	2	2	1	1	0	24
chr2L	34289	34557	2	2	1	2	0	8
chr2L	66613	66675	1	1	1	2	0	18
chr2L	67508	67568	1	1	1	8	0	37
chr2L	67763	67891	1	1	1	29	0	33
chr2L	68024	68084	1	1	1	15	0	14
chr2L	70550	70606	1	1	1	51	0	32
chr2L	72082	74902	1	1	1	21	0	30
chr2L	72954	73389	1	1	0	1	0	14
chr2L	72978	74902	1	1	1	66	1	36
chr2L	73693	74902	1	1	1	35	1	34
chr2L	74573	74902	1	1	1	5	0	30
chr2L	75019	75077	1	1	1	34	0	33
chr2L	94893	94988	1	1	1	8	0	15
chr2L	95071	95131	1	1	1	1	0	16
chr2L	95302	95353	1	1	1	12	0	33
chr2L	97834	97883	1	1	1	3	0	22
chr2L	98471	98526	1	1	1	41	0	29
chr2L	99724	99784	1	1	1	48	0	35
chr2L	100517	100571	1	1	1	27	0	33
chr2L	100704	100761	1	1	1	30	0	30
chr2L	100943	101015	1	1	1	78	0	34
chr2L	101195	101248	1	1	1	23	0	31
chr2L	101620	101875	1	1	1	13	0	38
chr2L	102907	103005	1	1	1	21	0	35
chr2L	103435	103515	1	1	1	8	0	35
chr2L	103435	103877	1	1	1	1	0	17
chr2L	104948	105004	2	2	1	10	0	24
chr2L	105337	105390	2	2	1	12	0	35
chr2L	105456	105511	2	2	1	36	0	36
chr2L	105916	105968	2	4	1	4	0	13
chr2L	108102	108587	1	1	1	40	0	30
chr2L	108227	108587	1	1	1	98	0	35
chr2L	108336	108587	1	1	0	1	0	17
chr2L	108347	108587	1	1	1	54	0	33
chr2L	108810	110405	1	1	1	523	0	38
chr2L	110484	110754	1	1	1	226	0	38
chr2L	110878	111004	1	1	1	30	0	36
chr2L	110878	111906	1	1	1	221	2	35
chr2L	110878	112689	1	1	1	4	0	36
chr2L	111118	111906	1	1	1	1	0	16
chr2L	111118	112689	1	1	1	61	1	37
chr2L	111958	112982	2	4	0	0	2	15
chr2L	112020	112689	1	1	1	420	1	37
chr2L	113370	113433	1	1	1	636	0	38
chr2L	113370	113452	1	1	0	1	0	17
chr2L	114882	114938	1	3	0	9	0	14
chr2L	114992	132475	1	1	0	2	0	24
chr2L	114992	155566	1	1	1	26	0	35
chr2L	114992	156735	1	1	0	2	0	35
chr2L	117760	117819	2	2	1	19	2	38
chr2L	118077	118135	2	2	1	23	0	32
chr2L	118305	118360	2	2	1	3	0	27
chr2L	118875	118930	2	2	1	12	0	35
chr2L	119077	119133	2	2	1	16	0	37
chr2L	119236	119287	2	2	1	21	0	34
chr2L	119376	119430	2	2	1	14	0	38
chr2L	119555	119827	2	2	1	15	0	37
chr2L	120081	120167	2	2	1	2	0	3
chr2L	120081	120420	2	2	1	2	0	23
chr2L	120081	121632	2	2	1	1	0	33
chr2L	120458	120510	2	2	0	1	0	38
chr2L	122995	123080	2	2	1	9	0	37
chr2L	123630	123693	2	2	1	182	0	35
chr2L	123795	123855	2	2	1	209	0	35
chr2L	124025	124086	2	2	1	341	1	37
chr2L	124921	125076	2	4	1	96	0	37
chr2L	125267	126109	2	2	1	59	0	38
chr2L	126228	127142	2	2	0	3	0	16
chr2L	126228	128799	2	2	1	111	0	27
chr2L	132256	132475	1	1	1	7	0	28
chr2L	141341	141395	2	2	1	7	0	29
chr2L	141610	141670	2	2	1	14	0	29
chr2L	145911	147348	2	2	1	3	0	25
chr2L	147455	147510	2	2	1	2	0	34
chr2L	148174	148337	2	2	1	2	0	11
chr2L	155060	155127	2	2	1	9	0	37
chr2L	155430	155545	1	1	1	5	0	21
chr2L	155430	155566	1	1	1	55	0	36
chr2L	155785	155857	1	1	1	278	1	38
chr2L	155971	156044	1	1	0	1	0	22
chr2L	156349	156422	1	1	1	95	0	35
chr2L	156553	156735	1	1	1	41	0	36
chr2L	157751	157897	2	2	0	1	0	14
chr2L	158376	158435	2	2	1	47	0	35
chr2L	159820	160008	1	1	1	8	0	27
chr2L	160129	162591	1	1	0	2	0	14
chr2L	187017	187481	1	1	1	1	0	23
chr2L	199576	199636	1	1	1	32	0	35
chr2L	199744	200119	1	1	1	14	0	37
chr2L	200316	200375	1	1	1	38	0	36
chr2L	200676	200741	1	1	1	15	0	32
chr2L	201062	201126	1	1	1	28	0	30
chr2L	203892	203992	1	1	1	10	0	27
chr2L	205213	205271	2	2	1	6	0	37
chr2L	205944	206000	2	2	1	1	0	22
chr2L	206051	206699	2	2	1	1	0	4
chr2L	207632	207710	1	1	1	18	0	38
chr2L	208609	208728	1	1	1	18	0	38
chr2L	214943	215033	2	2	1	16	0	37
chr2L	215677	215772	2	2	1	8	0	35
chr2L	216008	216076	2	2	1	12	0	38
chr2L	216276	216344	2	2	1	13	0	26
chr2L	216574	216631	2	2	1	26	0	38
chr2L	218886	221505	2	2	1	1	0	17
chr2L	218886	226115	2	2	1	7	0	25
chr2L	218886	227371	2	2	1	1	0	16
chr2L	226509	227371	2	2	1	8	0	32
chr2L	227548	228132	2	2	1	9	0	38
chr2L	228282	229172	2	2	1	5	0	8
chr2L	229383	230537	2	2	1	5	0	32
chr2L	230628	230757	2	2	1	1	0	31
chr2L	231035	231947	2	2	1	1	0	19
chr2L	231035	231962	2	2	1	5	0	23
chr2L	232102	232291	2	2	1	6	0	30
chr2L	232380	233996	2	2	1	5	0	28
chr2L	234175	234236	2	2	1	7	0	23
chr2L	242926	248604	2	2	0	2	0	16
chr2L	251465	251526	2	2	1	53	0	36
chr2L	251474	251533	1	1	0	1	0	35
chr2L	251802	251855	2	2	1	49	0	34
chr2L	251925	251978	2	2	1	27	0	31
chr2L	252167	252226	2	2	1	15	0	36
chr2L	253100	253182	1	1	0	2	0	27
chr2L	253146	253219	2	2	1	60	0	36
