2L	11345	11409	2	2	1	36	0	4
2L	12929	13519	2	2	1	87	0	35
2L	17213	18025	2	2	1	27	0	18
2L	17213	18260	2	2	1	27	27	23
2L	17213	19879	2	2	1	17	0	19
2L	18169	18260	2	2	1	0	22	32
2L	20021	20830	2	2	0	42	0	18
2L	20021	20957	2	2	0	36	0	19
2L	20021	21065	2	2	1	26	27	26
2L	20974	21065	2	2	1	0	22	32
2L	23423	23569	1	1	0	72	0	13
2L	27491	28014	2	2	1	59	0	28
2L	70550	70606	1	1	1	62	0	30
2L	73898	74902	1	1	1	10	0	26
2L	74573	74902	1	1	1	52	0	22
2L	95302	95353	1	1	1	44	0	12
2L	99724	99784	1	1	1	26	0	33
2L	102907	103005	1	1	1	38	0	35
2L	108102	108587	1	1	1	33	0	24
2L	108227	108587	1	1	1	44	0	20
2L	108347	108587	1	1	1	123	0	24
2L	108810	110405	1	1	1	281	0	38
2L	110878	111906	1	1	1	89	0	35
2L	111118	111906	1	1	1	2	0	26
2L	111118	112689	1	1	1	54	0	36
2L	112020	112689	1	1	1	123	0	29
2L	113370	113433	1	1	1	330	0	36
2L	114992	155566	1	1	1	36	0	25
2L	117760	117819	2	2	1	30	0	33
2L	118077	118135	2	2	1	40	0	29
2L	123630	123693	2	2	1	19	0	30
2L	123795	123855	2	2	1	4	0	17
2L	124025	124086	2	2	1	135	0	28
2L	125267	126109	2	2	1	29	0	34
2L	126228	128799	2	2	1	138	0	23
2L	155430	155566	1	1	1	89	0	33
2L	155785	155857	1	1	1	61	0	28
2L	156349	156422	1	1	1	109	0	28
2L	156553	156735	1	1	1	34	0	37
2L	163002	183760	1	1	1	48	0	14
2L	164235	175360	1	1	1	1	0	6
2L	200316	200375	1	1	1	27	0	4
2L	200676	200741	1	1	1	27	0	25
2L	203892	203992	1	1	1	90	0	22
2L	214943	215033	2	2	1	2	0	6
2L	216008	216076	2	2	1	43	0	38
2L	216276	216344	2	2	1	36	0	5
2L	226509	227371	2	2	1	42	0	34
2L	228282	229172	2	2	1	8	0	10
2L	232380	233996	2	2	1	13	0	31
2L	251465	251526	2	2	1	47	0	26
2L	251802	251855	2	2	1	64	0	34
2L	253146	253219	2	2	1	85	0	36
2L	254398	271628	2	2	1	15	0	10
2L	276498	276738	2	2	1	25	0	13
2L	276904	276958	2	2	1	28	0	35
2L	277864	277929	1	1	1	1	0	10
2L	279125	279184	1	1	1	27	0	19
2L	282506	282653	2	4	1	1	0	5
2L	284211	284747	2	2	1	155	0	32
2L	284969	285432	2	2	1	34	0	28
2L	292661	292716	1	1	1	36	0	28
2L	295281	295345	1	1	1	212	0	21
2L	295629	295703	1	1	1	299	1	36
2L	296812	296976	1	1	1	366	0	28
2L	318121	325677	1	1	1	37	0	19
2L	335549	336017	1	1	1	35	0	29
2L	336547	337015	1	1	1	27	0	22
2L	342793	342865	1	1	1	104	0	29
2L	345154	345214	1	1	1	35	0	18
2L	404474	404535	1	1	1	29	0	15
2L	409737	409789	2	2	1	109	0	38
2L	415447	415511	1	1	1	40	0	11
2L	416711	416788	1	1	1	31	0	17
2L	420141	439361	1	1	0	1	0	15
2L	420147	420291	1	1	1	21692	8	36
2L	420691	470543	1	1	0	4	0	27
2L	438728	443081	1	1	1	37	0	4
2L	446584	446641	1	1	1	25	0	25
2L	449171	449229	2	2	1	33	0	34
2L	449321	449434	2	2	1	7	0	29
2L	450541	450665	2	2	1	20	0	28
2L	450879	452576	2	2	1	3	0	17
2L	454271	454329	1	1	1	0	19	29
2L	454930	454988	1	1	1	0	19	29
2L	473166	473222	1	1	1	33	0	6
2L	475852	475915	1	1	1	26	0	34
2L	524060	525391	1	1	1	15	0	36
2L	539453	539517	1	1	1	8	0	11
2L	542351	542429	2	2	1	32	0	25
2L	544267	544332	2	2	1	22	0	6
2L	545565	545815	1	1	1	40	0	36
2L	546444	546564	1	1	1	71	0	35
2L	547901	547977	2	2	1	27	0	6
2L	560038	560096	1	1	1	269	0	34
2L	566625	566679	2	2	1	18	0	27
2L	574699	574779	1	1	1	107	0	9
2L	575091	575143	1	1	1	102	0	30
2L	603007	603073	1	1	1	43	0	26
2L	695081	818083	1	1	0	27	0	17
2L	812497	812561	1	1	1	63	0	21
2L	814185	814242	2	2	1	54	0	20
2L	815422	815474	2	2	1	33	0	15
2L	821660	822857	1	1	1	195	0	22
2L	823570	823636	1	1	1	74	0	19
2L	824138	824218	1	1	1	143	0	27
2L	826508	829304	1	1	1	31	0	3
2L	834584	834973	2	2	1	84	0	24
2L	835291	835352	2	2	1	55	0	23
2L	835548	836545	2	2	1	32	0	36
2L	837379	849898	2	2	1	126	0	33
2L	851660	851717	2	2	1	60	0	34
2L	852572	852627	2	2	1	1	0	12
2L	864135	864194	2	2	1	32	0	13
2L	870755	950673	2	2	0	3	0	25
2L	871739	871805	1	1	1	40	0	26
2L	1015928	1015992	2	2	1	28	0	16
2L	1052496	1052565	2	2	1	16	0	10
2L	1082666	1082788	1	1	1	28	0	25
2L	1107317	1107372	2	2	1	23	0	32
2L	1107950	1108015	2	2	1	60	0	33
2L	1117517	1118565	2	2	1	168	0	38
2L	1128346	1128803	2	2	1	36	0	12
2L	1131182	1131263	1	1	1	9	0	9
2L	1149587	1149650	2	2	1	56	0	20
2L	1150327	1150378	2	2	1	27	0	5
2L	1152116	1152176	2	2	1	71	0	33
2L	1152701	1152770	2	2	1	46	0	33
2L	1153319	1153385	2	2	1	248	0	36
2L	1153732	1158078	2	2	1	1	0	17
2L	1161220	1161289	2	2	1	1	0	29
2L	1163150	1163759	2	2	1	25	0	15
2L	1165081	1165138	1	1	1	41	0	5
2L	1166923	1166982	1	1	1	75	0	34
2L	1167955	1168011	2	2	1	40	0	14
2L	1170957	1171029	2	2	1	57	0	33
2L	1171644	1171713	2	2	1	38	0	25
2L	1171914	1172022	2	2	1	17	0	35
2L	1174131	1174196	1	1	1	24	0	12
2L	1174267	1174496	1	1	1	48	0	15
2L	1174988	1175046	1	1	1	31	0	21
2L	1175524	1175578	1	1	1	113	0	30
2L	1176882	1176941	1	1	1	27	0	20
2L	1177192	1177255	1	1	1	22	0	30
2L	1177862	1177947	1	1	1	25	0	26
2L	1178045	1178107	1	1	1	7	0	37
2L	1183472	1183528	2	2	1	39	0	27
2L	1186453	1191402	1	1	1	1	0	11
2L	1192199	1192267	1	1	1	19	0	15
2L	1240971	1241050	1	1	1	4	0	26
2L	1360591	1360656	2	2	1	30	0	32
2L	1360737	1360795	2	2	1	84	0	24
2L	1595828	1595891	2	2	1	73	0	34
2L	1612989	1613043	2	2	1	73	0	18
2L	1613424	1613982	2	2	1	163	0	26
2L	1688172	1724770	1	1	0	1	0	13
2L	1705115	1705399	1	1	1	69	0	12
2L	1708215	1708281	2	2	1	48	0	29
2L	1708403	1708461	2	2	1	49	0	25
2L	1708678	1708820	2	2	1	1	0	6
2L	1709333	1709616	2	2	1	55	0	13
2L	1709964	1710042	2	2	1	1	0	32
2L	1710104	1710207	2	2	1	23	0	8
2L	1710698	1710850	1	1	1	24	0	19
2L	1711868	1711927	2	2	1	16	0	37
2L	1718492	1718674	2	2	1	26	0	36
2L	1724868	1724896	1	1	0	94	0	37
2L	1727881	1728053	2	2	1	19	0	31
