fbgn,BamHSbam_input_1,BamHSbam_input_2,BamHSbam_input_3,BamHSbam_input_4,BamHSbam_polysome_1,BamHSbam_polysome_2,BamHSbam_polysome_3,BamHSbam_polysome_4,BamRNAi_input_1,BamRNAi_input_2,BamRNAi_input_3,BamRNAi_polysome_1,BamRNAi_polysome_2,BamRNAi_polysome_3,TKV_input_1,TKV_input_2,TKV_polysome_1,TKV_polysome_2,youngWT_input_1,youngWT_input_2,youngWT_polysome_1,youngWT_polysome_2
FBgn0031208,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0002121,1753,1723,1666,6498,2374,582,7807,3688,4699,2114,5086,320,2583,3168,1928,1141,1428,293,3452,4684,865,1638
FBgn0031209,0,0,0,1,0,0,0,1,2,6,0,0,0,1,1,1,0,0,5,2,0,0
FBgn0263584,74,0,40,21,0,0,30,17,40,35,76,4,78,15,16,16,25,1,0,3,0,0
FBgn0051973,302,156,174,77,183,0,40,31,23,18,48,0,9,37,4,8,0,6,43,60,0,0
FBgn0267987,0,0,6,3,13,0,0,0,4,0,5,0,0,2,1,7,0,0,0,2,0,0
FBgn0266878,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0
FBgn0266879,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0067779,1370,1337,1688,2186,1789,107,2234,1060,2016,905,3447,203,1111,1561,784,474,422,149,945,1394,321,442
FBgn0266322,0,36,7,19,0,0,3,30,6,7,13,0,18,24,3,1,0,2,3,18,0,0
FBgn0031213,1127,757,1290,1782,2477,256,2474,1438,1508,1350,2593,336,2547,1907,567,464,699,468,804,2327,319,1286
FBgn0031214,0,0,16,12,0,0,0,7,5,1,11,0,11,1,5,2,44,0,0,0,0,0
FBgn0002931,73,55,60,19,280,0,0,22,29,16,29,0,27,8,26,6,4,0,0,6,2,0
FBgn0031216,1349,1570,1689,1995,1520,375,2451,984,2114,769,2763,139,764,1279,847,522,255,190,1029,1242,287,593
FBgn0031217,696,422,495,1103,715,268,1029,648,443,215,854,71,315,1164,313,159,249,134,720,1766,170,723
FBgn0026787,300,343,302,764,807,150,1047,574,614,443,712,81,890,630,300,192,392,105,397,791,195,357
FBgn0005278,8986,10977,13361,12837,14276,2886,28645,8201,15352,9347,26668,1764,8203,18334,10943,5461,10144,3095,16535,21239,6247,12135
FBgn0031228,976,716,653,1228,2287,194,2987,2405,1301,1672,2477,1912,3207,2533,952,616,2523,1721,1237,2771,1598,6156
FBgn0031219,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0
FBgn0031220,206,209,186,120,413,1,533,132,697,571,648,116,1623,341,177,153,258,233,49,129,0,74
FBgn0025683,1980,1487,1618,1873,4748,304,4227,1167,6386,4788,5951,584,6720,2936,1850,1682,2053,1286,1988,3321,756,2531
FBgn0266304,1,0,6,11,0,0,5,9,9,17,22,0,6,12,10,6,6,10,2,8,0,7
FBgn0001142,127,207,188,2605,403,7,4101,1677,389,414,407,63,415,4189,662,283,482,197,2625,7499,689,2840
FBgn0265074,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0265075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051974,9,58,97,97,495,1,270,66,156,111,234,62,184,96,41,46,94,40,49,74,83,88
FBgn0031224,198,117,69,235,376,1,667,409,216,292,376,257,488,426,149,100,396,156,291,628,313,777
FBgn0259818,162,95,196,116,424,59,128,133,77,33,109,8,26,74,24,22,107,10,126,89,26,16
FBgn0031227,334,137,202,483,452,2,907,345,166,125,416,16,146,536,127,62,177,66,552,909,149,510
FBgn0031229,642,374,511,1448,1159,116,3091,1166,1247,883,2523,564,2378,2258,755,490,1402,1071,1078,2591,878,2696
FBgn0053635,251,5,108,155,352,25,227,208,188,207,257,90,343,337,86,62,242,78,108,307,9,443
FBgn0016977,3243,6193,9560,4104,2474,583,6115,5386,3029,929,3891,165,508,1871,1084,642,163,60,2259,2894,394,389
FBgn0031231,378,188,183,605,468,242,741,703,516,594,702,270,757,1185,531,252,520,435,714,1263,600,1742
FBgn0031232,47,17,52,28,204,0,1,21,68,83,123,8,82,71,23,20,25,30,0,10,0,0
FBgn0031233,460,466,360,1443,1016,130,1346,1134,646,336,1370,163,537,1122,404,197,306,92,735,1427,180,580
FBgn0266557,4053,5351,7889,6811,2550,1038,7859,8118,4864,1452,8372,219,919,4922,1820,1098,340,129,5440,7545,823,1017
FBgn0265151,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0265153,0,0,0,1,17,0,0,0,2,6,1,0,0,6,3,2,0,0,0,1,0,0
FBgn0265152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0263465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0265149,0,27,8,4,36,0,0,7,6,5,26,2,9,2,0,4,0,0,0,5,0,0
FBgn0283652,253,76,112,374,550,2,987,401,470,386,1048,327,720,941,286,172,889,358,539,1116,518,1537
FBgn0031238,392,350,292,541,786,117,624,722,622,591,1019,403,1277,1034,423,255,871,346,683,1042,402,1553
FBgn0031239,22,32,31,40,80,0,0,35,84,28,124,0,47,54,34,24,9,0,21,31,7,0
FBgn0265150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031240,0,0,0,4,0,0,0,3,5,2,25,4,15,6,0,1,0,0,0,3,0,0
FBgn0086912,693,659,511,2284,1156,142,2575,1666,785,490,1594,131,819,2278,657,397,598,370,1918,3440,889,1766
FBgn0086856,277,285,204,806,475,2,1173,591,499,525,1187,114,762,1455,408,221,568,237,890,1741,826,2217
FBgn0086855,775,746,949,2158,2193,254,2597,1653,1376,796,2448,470,1666,1903,901,454,996,419,849,1795,402,1011
FBgn0003444,238,489,363,1337,829,64,1389,936,709,386,1138,42,522,835,374,131,392,92,517,1138,90,411
FBgn0031244,326,314,169,338,665,144,698,575,476,550,554,324,790,539,264,137,666,208,311,569,174,974
FBgn0031245,526,568,448,351,1265,89,179,515,982,1239,959,1238,2217,575,432,372,982,603,158,194,117,466
FBgn0267995,0,0,0,1,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0
FBgn0267996,0,0,1,4,23,0,0,3,5,0,13,0,2,0,2,0,0,0,0,2,0,0
FBgn0025686,0,0,19,2,0,0,0,0,5,10,3,0,10,0,0,22,0,37,0,2,0,0
FBgn0031247,380,128,89,538,330,3,624,391,489,592,698,228,406,618,363,176,590,163,546,859,255,792
FBgn0017457,605,741,640,1710,1711,62,2581,1732,960,692,1323,245,965,1540,676,410,909,325,891,1956,432,1359
FBgn0024352,14665,15218,19518,22225,26319,4727,19108,17279,6734,4077,14057,1047,8200,9095,4000,2204,4987,1620,7797,10768,3315,4985
FBgn0020622,1024,1694,1294,2584,1651,358,3046,1470,1473,978,2263,74,773,2434,799,342,299,104,1282,3702,211,694
FBgn0004611,1422,1750,2136,2040,2634,444,1963,1687,1798,1172,1782,226,1638,1189,595,566,710,186,645,1395,208,559
FBgn0263872,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031248,0,0,0,1,0,0,11,0,0,5,0,0,1,16,3,33,0,64,6,32,0,68
FBgn0031249,0,0,6,1,0,0,154,1,0,2,4,0,0,40,2,180,0,186,0,59,0,156
FBgn0053127,0,0,0,0,0,0,0,2,0,10,2,0,28,20,2,60,34,48,6,55,0,564
FBgn0264086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051921,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0031250,710,434,528,874,1310,163,861,1176,1124,1109,1363,342,2387,1154,675,456,1168,459,363,1024,175,807
FBgn0266907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266906,0,0,0,3,0,0,0,0,8,0,5,0,0,0,0,1,0,0,0,0,0,0
FBgn0000061,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,1,0,0,0,0,0,0
FBgn0263871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031251,141,297,209,143,363,1,202,114,279,163,288,12,199,65,68,93,46,23,36,50,1,42
FBgn0003278,842,636,733,1902,1215,139,1702,1108,1285,616,2318,161,918,1807,740,553,813,257,1827,2794,911,1774
FBgn0264855,1298,1562,2102,3769,2604,211,3964,2366,3447,1851,5485,407,2190,3148,1548,848,1017,326,2692,3694,968,1664
FBgn0263933,904,594,878,2997,2155,402,3355,2662,1805,884,3275,238,1400,2225,1076,568,1541,356,1433,2785,540,1539
FBgn0031252,367,233,210,844,189,147,1714,678,529,408,959,114,545,1011,407,229,584,186,455,1437,444,730
FBgn0002593,44883,34752,34929,38995,36950,4835,72398,24266,45679,51555,50359,33182,21564,49069,30492,18466,34005,14949,38406,58802,23356,117390
FBgn0031253,131,169,146,257,368,1,405,339,374,398,735,418,598,777,241,115,652,324,301,629,346,1263
FBgn0031254,0,54,0,11,0,0,1,16,39,13,35,0,36,12,19,7,7,3,5,2,0,0
FBgn0031255,0,0,14,9,1,0,0,9,12,12,11,0,1,9,5,0,0,0,0,0,0,0
FBgn0004583,754,629,693,292,1494,216,1946,321,701,249,722,111,350,356,191,155,181,33,872,461,381,236
FBgn0263870,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0
FBgn0015924,1547,1596,1718,4340,3917,677,3756,3528,4037,3114,4644,742,6380,2947,1853,1312,2011,868,1270,3396,585,1484
FBgn0031256,294,140,259,878,822,80,603,782,813,660,872,221,1165,688,492,279,579,349,512,1022,231,469
FBgn0262510,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,1,0,0
FBgn0031257,0,14,8,7,30,0,0,6,13,2,19,0,15,22,8,4,30,0,0,10,0,9
FBgn0031258,131,0,96,115,121,15,327,87,153,68,135,0,52,119,28,29,28,1,176,252,117,84
FBgn0027592,551,605,667,1166,721,103,1810,924,942,583,1799,201,959,1409,601,356,606,227,698,1336,191,607
FBgn0003963,340,409,629,660,1357,77,1387,713,1664,802,2139,149,1501,1188,494,420,477,128,500,874,277,349
FBgn0043364,563,1393,1550,1585,2049,402,2670,1420,1016,1118,1560,164,1169,1413,712,219,525,112,920,1716,267,1074
FBgn0267991,0,0,0,5,0,0,0,5,8,2,6,0,0,0,0,0,0,0,0,2,0,0
FBgn0267992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0010602,1562,1805,1820,2799,5377,183,4966,4325,3823,3563,5451,1861,7857,5723,3001,1738,5950,2542,2904,3936,2764,7411
FBgn0031260,673,606,964,1272,2589,475,1952,1605,1609,1719,2630,513,2535,2560,1480,744,2534,738,1518,2511,790,2663
FBgn0005660,66,0,142,121,381,0,92,131,111,53,190,0,76,70,24,21,0,0,22,13,0,10
FBgn0031261,359,110,255,72,698,64,87,97,628,971,309,502,1431,118,171,288,234,307,72,66,69,223
FBgn0260933,61,75,164,98,165,0,96,146,308,109,373,94,180,111,42,42,163,41,40,65,0,27
FBgn0031263,3684,2400,3002,1882,9533,1071,2847,5538,2465,3669,2290,2402,5920,2548,1179,719,3352,1455,1070,2379,700,3532
FBgn0031264,39,131,222,61,402,1,23,51,157,132,268,0,146,118,86,47,116,6,10,8,0,35
FBgn0031265,371,471,298,702,958,29,746,978,740,521,998,219,936,1059,520,283,1021,236,1057,1296,526,1313
FBgn0021874,324,71,248,560,620,4,1047,842,568,457,928,719,938,1184,399,319,1372,401,1022,1739,692,3003
FBgn0031266,1101,718,1113,2304,2204,680,2478,2190,2448,1070,3528,801,1754,2182,1226,723,1312,583,1722,2431,901,1643
FBgn0031267,211,459,151,861,1042,5,1545,963,629,641,1032,419,895,1057,451,282,853,313,488,1267,251,1387
FBgn0031268,1164,1021,940,885,2290,280,1166,1525,968,1550,1459,342,2268,1059,532,308,702,526,226,1102,309,657
FBgn0013323,0,0,10,12,0,0,0,18,2,0,10,0,0,2,0,0,28,1,2,8,0,1
FBgn0023489,0,0,21,11,0,0,0,8,4,6,8,0,0,14,11,1,0,0,0,3,0,0
FBgn0010323,71,0,17,16,29,0,0,14,16,31,73,15,5,7,27,16,27,2,0,7,28,0
FBgn0267827,5,0,27,38,0,0,0,26,17,4,31,0,18,2,5,4,5,8,1,1,0,0
FBgn0031270,152,237,116,79,178,35,140,194,81,93,154,36,184,221,62,26,90,62,50,135,1,234
FBgn0263657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0263658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266032,0,0,0,1,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,1,0,0
FBgn0266033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0040107,0,0,0,2,0,0,0,0,12,0,18,0,0,0,0,2,0,0,0,0,0,0
FBgn0031273,5,216,52,54,35,1,73,8,62,14,406,2,0,17,3,10,23,0,0,16,0,0
FBgn0266909,0,0,0,1,0,0,0,0,9,2,8,0,0,0,1,2,0,0,0,2,0,0
FBgn0284247,136,284,77,38,142,0,1,30,193,63,430,3,60,78,60,55,33,5,83,39,0,1
FBgn0266323,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0
FBgn0267993,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0011244,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0026438,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0
FBgn0031275,100,230,79,245,55,7,134,290,105,36,198,0,37,62,62,43,48,18,3,13,0,2
FBgn0265825,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031276,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0040725,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FBgn0031277,0,0,0,0,19,0,0,1,0,0,1,0,3,0,0,0,6,0,0,0,0,0
FBgn0041250,0,0,0,7,37,0,0,9,1,2,6,0,0,3,0,0,0,9,0,0,0,0
FBgn0031279,0,0,0,5,0,0,0,11,2,1,11,0,0,2,1,4,19,0,0,1,0,0
FBgn0000442,0,0,2,0,81,0,0,3,7,5,0,0,8,8,12,0,5,0,2,7,0,10
FBgn0266797,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0051658,51,30,141,156,101,0,685,211,209,147,358,20,377,501,119,55,328,127,205,601,360,740
FBgn0086130,271,59,186,484,241,4,590,526,443,314,691,234,515,856,284,187,459,177,709,951,580,1050
FBgn0031281,349,157,194,406,402,52,632,389,390,296,561,255,487,460,265,146,478,222,311,464,121,457
FBgn0031282,30,78,49,125,253,0,463,219,225,204,293,231,513,359,150,78,441,168,144,283,185,612
FBgn0031283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031284,268,137,121,238,412,1,378,498,210,200,237,94,470,243,166,109,254,126,143,319,12,405
FBgn0015621,100,267,129,417,770,103,482,595,347,330,580,253,517,725,343,178,530,234,318,757,320,1054
FBgn0031285,3199,3117,3378,3795,7273,882,8871,3348,5994,5741,10091,993,8631,5466,2891,2230,3003,1646,2073,4528,791,2194
FBgn0031286,37,179,139,257,375,5,539,250,325,226,609,299,641,416,191,122,343,143,173,408,158,422
FBgn0010583,637,679,959,1614,1686,375,2170,1426,1670,828,2519,167,1661,1396,688,451,671,261,962,1540,439,703
FBgn0020304,4661,6116,7944,4268,12278,1519,6497,3960,3900,2245,6703,446,3542,4211,1955,1067,1847,392,3409,3059,1762,1858
FBgn0264869,0,0,0,1,0,0,0,1,2,0,5,0,0,0,4,0,8,5,0,0,0,0
FBgn0031287,313,198,220,365,828,274,456,238,307,249,601,88,480,394,235,125,173,93,195,482,108,366
FBgn0020545,612,275,318,477,1033,38,1486,617,569,561,742,294,622,980,441,321,741,286,388,1229,281,1007
FBgn0031288,47,66,4,11,83,0,57,20,95,95,242,54,193,147,22,39,117,57,3,7,0,0
FBgn0266884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
FBgn0262177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031289,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,3,1,0,0
FBgn0029095,604,440,326,489,1456,184,1237,465,1046,884,1634,382,1144,956,377,376,529,292,591,1021,333,676
FBgn0086031,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0020305,455,401,275,733,685,121,1595,661,621,605,1707,333,932,1325,461,316,711,373,642,1613,525,1181
FBgn0053526,1032,1076,1508,3173,2094,315,2608,2480,2298,1390,3630,137,1298,2686,1228,795,1110,294,1471,2880,530,1458
FBgn0031292,0,0,0,1,0,0,0,7,5,0,13,28,14,0,3,2,10,0,4,1,0,0
FBgn0002936,0,0,0,2,0,0,0,3,2,2,2,0,0,2,0,1,13,0,0,1,0,0
FBgn0266887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0002563,54,2,16,7,0,2,118,19,506,458,489,240,1309,480,119,596,385,352,42,112,8,150
FBgn0003916,1,1,0,1,0,0,0,0,7,7,2,0,4,0,3,1,0,5,0,1,0,0
FBgn0266799,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0
FBgn0264870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0046113,123,74,226,120,589,3,155,107,111,157,115,45,217,34,37,81,117,32,46,34,14,11
FBgn0028481,0,0,15,3,36,0,0,1,23,22,20,0,9,4,4,1,14,12,0,7,0,0
FBgn0266036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031294,42,140,48,22,104,92,47,26,60,40,86,0,20,79,16,27,29,0,68,93,56,30
FBgn0031295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031296,221,160,118,81,293,8,49,93,1130,667,1628,634,956,585,1145,500,1579,551,10,6,0,24
FBgn0003310,629,1049,1649,2180,1154,428,1985,1448,933,506,1403,87,403,1446,715,242,130,54,1410,2160,420,483
FBgn0015905,359,299,285,751,1001,67,1683,769,471,278,787,172,531,635,388,193,412,240,776,918,448,1071
FBgn0031298,473,218,466,831,850,42,791,919,848,790,1111,350,1362,1009,535,371,998,354,577,1090,361,899
FBgn0031299,32,0,7,18,96,1,159,11,45,28,50,1,33,84,47,15,44,25,93,157,57,120
FBgn0261938,382,482,432,1262,956,10,811,1370,748,324,954,87,585,890,562,324,587,209,1072,1153,400,824
FBgn0031301,0,0,0,2,0,0,0,1,3,0,0,0,7,0,1,2,0,0,0,0,0,0
FBgn0031302,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0016926,4015,4198,4404,3004,9808,1076,6342,3174,6352,5465,9292,908,8895,4729,3471,1885,4375,1636,1793,2821,1261,1779
FBgn0031304,587,244,292,744,1239,39,574,804,641,598,710,199,763,862,424,251,487,214,492,789,161,593
FBgn0031305,314,295,260,375,508,107,613,520,159,40,707,108,112,778,396,124,770,134,519,1225,392,1427
FBgn0031306,67,23,12,10,234,1,0,15,63,42,34,0,108,33,1,12,0,0,17,17,11,26
FBgn0267281,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031307,50,66,9,16,193,0,0,28,23,34,29,18,90,23,23,15,7,18,6,6,0,6
FBgn0283525,192,55,165,312,683,23,353,331,370,300,681,64,417,454,187,154,306,107,352,549,216,630
FBgn0031309,323,458,418,397,466,83,702,470,372,415,746,359,705,795,395,157,934,243,485,587,373,999
FBgn0031310,453,331,404,688,1419,179,1931,898,696,849,947,733,1700,1258,486,335,1130,626,761,944,908,1884
FBgn0261458,2543,2661,2541,3000,7799,1288,4548,3525,4297,4165,4640,1618,6921,4540,2254,1869,4199,2138,2677,4771,1508,3917
FBgn0264267,76,84,98,48,168,0,0,122,4,0,1,0,0,7,0,0,7,0,9,22,0,7
FBgn0031312,161,89,129,489,643,1,1027,889,500,481,513,421,671,854,484,243,1160,325,521,1177,510,1468
FBgn0031313,582,404,618,247,2012,46,646,234,2329,2376,1888,634,2969,782,548,834,729,605,329,455,264,482
FBgn0031314,270,160,191,450,496,19,511,450,530,468,894,228,751,647,398,227,605,325,376,664,191,591
FBgn0031315,227,293,172,273,909,165,612,395,369,445,633,219,894,750,261,183,456,264,203,368,216,769
FBgn0024314,388,459,557,1316,1444,307,2815,1469,1673,1316,2711,717,1852,2122,1264,689,1794,703,1381,2354,608,2212
FBgn0051922,0,117,73,96,70,2,289,119,120,141,279,40,217,173,61,41,49,54,89,183,25,256
FBgn0031317,715,348,788,1183,1142,223,1522,893,446,386,922,137,601,562,357,219,194,117,481,666,346,421
FBgn0031318,537,419,719,1538,1175,263,867,1137,1097,523,1808,124,883,1306,530,355,652,240,1119,1514,368,699
FBgn0031319,544,214,686,1083,978,69,579,977,748,454,1257,120,655,919,446,297,290,106,483,1081,169,459
FBgn0031320,216,52,127,485,572,117,1115,569,654,697,1140,372,887,1077,504,319,839,305,729,1558,230,1244
FBgn0031321,237,323,197,338,439,0,235,570,409,259,588,140,534,602,268,153,405,209,297,559,164,703
FBgn0031322,513,280,485,277,759,2,517,291,724,810,755,154,1213,300,262,241,476,138,156,167,150,223
FBgn0031323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0263080,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,2,0,3
FBgn0263081,0,0,0,0,0,0,13,2,5,0,4,0,1,17,1,3,8,3,2,90,0,199
FBgn0040723,0,0,4,0,0,0,0,0,0,2,0,0,7,23,0,11,0,28,26,34,60,213
FBgn0031324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0262944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0259229,0,0,0,0,0,1,809,2,121,33,58,13,22,103,231,148,364,187,181,131,139,171
FBgn0031327,225,90,156,121,1418,125,515,88,1982,1612,2040,1006,2796,603,383,385,622,421,86,139,17,229
FBgn0041097,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FBgn0011294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0026141,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0
FBgn0266357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0266358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0051659,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,8,0,3,0,0,0
FBgn0053126,277,226,208,183,748,98,634,255,614,624,761,629,1091,307,401,275,774,359,131,197,62,286
FBgn0031337,40,145,107,36,277,99,103,72,281,208,409,264,459,210,198,116,318,125,6,17,0,3
FBgn0266203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0002543,13,64,43,42,116,1,0,32,190,81,206,4,151,61,81,36,92,14,61,33,51,9
FBgn0266202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
FBgn0263320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0003926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0263321,0,38,35,8,7,0,113,5,5,27,13,0,16,4,0,5,0,0,13,16,1,5
FBgn0051928,0,1,22,296,41,0,2236,323,3,0,0,15,10,690,252,119,404,214,5,1363,1,1317
FBgn0053128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,7
FBgn0051926,0,2,0,148,0,0,1513,75,0,9,5,4,7,744,10,129,71,86,3,1298,6,1490
FBgn0051661,0,8,0,187,2,7,1566,200,1,3,2,0,4,318,168,15,306,18,22,672,5,496
FBgn0031343,144,296,312,152,670,0,54,180,79,74,170,0,52,136,118,53,73,17,23,64,33,30
FBgn0031344,166,110,153,321,552,0,390,634,301,259,426,182,508,428,184,175,519,154,237,504,156,532
FBgn0264873,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0031345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0001174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0026398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0026397,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0261509,0,0,23,10,0,0,0,8,13,10,14,0,14,4,5,9,0,0,3,12,0,4
FBgn0031347,0,0,0,7,0,0,0,5,0,1,5,0,1,6,0,3,0,10,1,8,0,12
FBgn0051935,248,327,334,631,497,5,511,571,508,322,918,62,609,621,272,184,252,93,408,708,318,267
FBgn0031351,140,149,92,362,213,180,820,255,156,127,310,30,203,284,97,60,179,87,94,425,113,183
FBgn0021906,1452,903,1234,2142,4406,693,5700,3752,3616,4737,4044,4262,7065,4952,2295,1549,5796,2643,2497,4855,3228,12070
FBgn0265814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0267259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0086758,386,562,718,201,140,173,271,108,704,233,868,50,70,213,182,122,27,3,19,48,0,0
FBgn0011570,1171,1300,1436,2560,3121,1013,2978,2573,2237,1538,3014,326,3778,2490,1092,783,1523,981,1388,2829,835,1699
