chr2L	11345	11409	2	2	1	9	0	18
chr2L	11345	11778	2	2	1	2	0	10
chr2L	11519	11778	2	2	1	92	0	38
chr2L	12222	12285	2	2	1	6	0	32
chr2L	12929	13519	2	2	1	10	0	35
chr2L	13626	13682	2	2	1	44	0	34
chr2L	14875	14932	2	2	1	21	0	37
chr2L	15712	17052	2	2	1	9	1	35
chr2L	15712	19879	2	2	1	0	1	5
chr2L	17213	18025	2	2	1	2	0	8
chr2L	17213	18260	2	2	1	10	7	33
chr2L	17213	19879	2	2	1	10	0	31
chr2L	17213	21135	2	2	1	1	0	27
chr2L	18169	18260	2	2	1	0	1	23
chr2L	20021	21065	2	2	1	11	7	22
chr2L	20021	21135	2	2	1	3	0	27
chr2L	20974	21065	2	2	1	0	1	23
chr2L	67508	67568	1	1	1	4	0	25
chr2L	67763	67891	1	1	1	16	0	31
chr2L	68024	68084	1	1	1	9	0	30
chr2L	70550	70606	1	1	1	25	0	27
chr2L	72082	74902	1	1	1	3	0	29
chr2L	72978	74902	1	1	1	3	1	28
chr2L	73693	74902	1	1	1	5	0	27
chr2L	73898	74902	1	1	1	3	0	26
chr2L	74573	74902	1	1	1	5	0	27
chr2L	75019	75077	1	1	1	14	0	36
chr2L	80042	80152	1	1	0	8	0	35
chr2L	94893	94988	1	1	1	2	0	18
chr2L	95071	95131	1	1	1	4	0	7
chr2L	97834	97883	1	1	1	4	0	8
chr2L	98471	98526	1	1	1	16	0	31
chr2L	99724	99784	1	1	1	13	0	25
chr2L	100517	100571	1	1	1	7	0	34
chr2L	100704	100761	1	1	1	26	0	37
chr2L	100943	101015	1	1	1	19	0	21
chr2L	101195	101248	1	1	1	9	0	30
chr2L	101620	101875	1	1	1	25	0	29
chr2L	102907	103005	1	1	1	18	0	35
chr2L	103435	103515	1	1	1	7	0	25
chr2L	103435	103877	1	1	1	1	0	33
chr2L	104948	105004	2	2	1	12	0	34
chr2L	105337	105390	2	2	1	10	0	35
chr2L	105456	105511	2	2	1	8	0	22
chr2L	105916	105968	2	4	1	4	0	31
chr2L	107839	108587	1	1	1	2	0	25
chr2L	108102	108587	1	1	1	14	0	29
chr2L	108227	108587	1	1	1	55	0	37
chr2L	108347	108587	1	1	1	47	0	35
chr2L	108810	110405	1	1	1	210	0	38
chr2L	110484	110754	1	1	1	188	0	38
chr2L	110878	111004	1	1	1	10	6	38
chr2L	110878	111906	1	1	1	133	6	38
