N_unmapped	649596	649596	649596
N_multimapping	863789	863789	863789
N_noFeature	1091968	16733522	1113147
N_ambiguous	733679	10457	308303
cac	122	2	122
Cngl	1	0	1
CG11836	670	2	670
CG33096	38	0	38
bam	663	0	679
sisRNA:CR46364	83	0	83
CG5890	1	1	0
CG17189	1	1	0
CG11951	2	0	2
dco	7364	0	7364
mir-10404-3	0	0	0
mir-10404-4	0	0	0
mir-10404-5	0	0	0
CG32809	380	28	469
CG3078	1	1	0
fd3F	0	1	0
lncRNA:CR46349	1	2	0
CG43689	148	0	148
ctp	11077	8	11071
CG9650	211	1	211
ct	163	1	162
oc	1	1	1
CG12662	3	0	3
mei-P26	4662	1	4661
CG1354	4207	0	4207
CG17841	1511	364	1592
flw	1226	1	1227
ras	4074	0	4075
sbr	1495	3	1492
5PtaseI	717	171	719
Nmnat	329	0	329
CG31145	432	0	432
CASK	1922	0	1922
CG17279	0	0	0
Syp	564	1	564
CG4367	0	0	0
CG31122	1016	0	1016
CG46383	0	0	0
CG31088	0	0	0
lncRNA:CR46153	0	0	0
lncRNA:CR46030	0	0	0
lncRNA:CR46024	0	0	0
lncRNA:CR46267	0	0	0
asRNA:CR46034	0	0	0
lncRNA:CR46052	0	0	0
lncRNA:CR46053	0	0	0
mir-10404-2	0	0	0
mir-10404-1	0	0	0
mir-11182	0	0	0
mir-4966-2	0	0	0
hpRNA:CR46342	179	2	179
hpRNA:1	0	0	0
hpRNA:CR46340	0	0	0
lncRNA:CR46337	0	0	0
hpRNA:CR32205	437	0	453
lncRNA:CR46336	0	0	0
lncRNA:TS27	0	0	0
lncRNA:TS26	0	0	0
lncRNA:TS25	0	0	0
lncRNA:TS20	0	0	0
lncRNA:TS9	0	0	0
lncRNA:TS6	0	0	0
lncRNA:CR46328	0	0	0
lncRNA:TS4	0	0	0
lncRNA:CR46326	0	0	0
lncRNA:TS3	0	0	0
lncRNA:TS2	0	0	0
lncRNA:TS1	0	0	0
pre-rRNA:CR45856	19	0	19
asRNA:CR44019	2	2	0
hpRNA:CR33940	747	0	1614
hpRNA:CR32207	1073	0	1073
hpRNA:CR18854	802	237	1355
lncRNA:CR46322	1	0	1
mir-9388	0	0	0
lncRNA:CR46299	0	0	0
mir-9383	0	0	0
mir-9374	0	0	0
mir-9380	0	14	0
mir-9377	0	0	0
mir-9375	0	0	0
mir-9385	0	0	0
mir-9369	0	0	0
mir-9373	0	0	0
mir-9379	0	0	0
mir-9371	0	0	0
mir-9370	0	0	0
mir-9378	1	1	0
mir-9382	0	0	0
mir-9372	0	0	0
mir-9381	1	0	1
mir-9376	0	0	0
mir-9384	0	0	0
lncRNA:CR46148	6	0	6
lncRNA:CR45363	0	0	0
lncRNA:CR45334	0	0	0
lncRNA:CR45236	0	0	0
lncRNA:CR44801	0	0	0
lncRNA:CR44601	0	0	0
lncRNA:CR44414	0	0	0
lncRNA:CR42790	0	0	0
lncRNA:noe	12	0	12
lncRNA:CR32553	0	0	0
lncRNA:CR31526	0	0	0
lncRNA:CR14310	0	0	0
28SrRNA:CR45844	0	0	0
2SrRNA:CR45843	0	0	0
5.8SrRNA:CR45842	0	0	0
18SrRNA:CR45841	0	0	0
pre-rRNA:CR45847	0	0	0
2SrRNA:CR45840	0	0	0
5.8SrRNA:CR45839	0	0	0
18SrRNA:CR45838	0	0	0
pre-rRNA:CR45846	0	0	0
28SrRNA:CR45837	0	0	0
2SrRNA:CR45836	0	0	0
5.8SrRNA:CR45852	0	0	0
18SrRNA:CR41548	0	0	0
pre-rRNA:CR45845	0	0	0
Su(Ste):CR45796	0	0	0
Su(Ste):CR45794	0	0	0
Su(Ste):CR45795	0	0	0
2SrRNA:CR45864	0	0	0
5.8SrRNA:CR40454	0	0	0
lncRNA:flam	21	1	20
lncRNA:CR43193	11	0	11
lncRNA:CR46147	4	0	4
lncRNA:CR46211	0	0	0
lncRNA:CR32582	8	0	8
lncRNA:CR45523	0	0	0
lncRNA:CR43132	1	0	1
asRNA:CR45995	0	0	0
lncRNA:CR46242	0	0	0
lncRNA:CR32636	0	0	0
lncRNA:CR32652	0	0	0
asRNA:CR46195	0	246	25
lncRNA:CR43695	0	0	0
lncRNA:CR43278	0	0	0
lncRNA:CR46245	0	0	0
lncRNA:CR45792	0	0	0
lncRNA:CR45484	1	1	0
lncRNA:CR46156	2	7	0
lncRNA:CR44957	3	0	8
lncRNA:CR46247	0	0	0
lncRNA:CR46119	2	0	2
lncRNA:CR34335	362	0	362
lncRNA:CR46120	0	0	0
lncRNA:CR46243	0	0	0
lncRNA:CR46118	0	0	0
lncRNA:CR45197	0	0	0
RNaseP:RNA	30	0	30
asRNA:CR45929	0	233	0
lncRNA:CR46207	0	0	0
lncRNA:CR46248	0	0	0
lncRNA:CR46117	0	0	0
asRNA:CR45797	0	111	0
lncRNA:CR46116	0	0	0
asRNA:CR46065	0	0	0
lncRNA:CR46220	0	0	0
lncRNA:CR46219	0	0	0
lncRNA:CR46115	29	29	0
lncRNA:CR46236	0	0	0
lncRNA:CR46114	0	0	0
lncRNA:CR46113	3	1	2
asRNA:CR46082	0	7	0
lncRNA:CR46112	0	0	0
lncRNA:CR46111	0	0	0
lncRNA:CR46110	1	1	0
asRNA:CR46109	1	248	0
lncRNA:CR46108	0	0	0
asRNA:CR46107	0	12	0
lncRNA:CR46106	0	0	0
asRNA:CR46105	0	176	0
asRNA:CR46104	1	512	10
lncRNA:CR46103	0	0	0
lncRNA:CR46080	0	0	0
lncRNA:CR46079	0	0	0
lncRNA:CR46078	0	0	0
lncRNA:CR46076	0	0	0
lncRNA:CR46077	0	0	0
lncRNA:CR46087	0	0	0
lncRNA:CR46086	0	0	0
lncRNA:CR45991	0	0	0
lncRNA:CR46085	3	0	3
lncRNA:CR46073	0	67	0
lncRNA:CR46233	0	0	0
lncRNA:CR45788	0	0	0
lncRNA:CR46084	0	0	0
lncRNA:CR46083	0	0	0
lncRNA:CR42765	0	0	0
lncRNA:CR46062	0	0	0
lncRNA:CR46061	0	0	0
lncRNA:CR46060	1	0	1
lncRNA:CR46102	16	0	16
asRNA:CR46101	0	100	0
lncRNA:CR45917	0	0	0
lncRNA:CR45910	0	0	0
lncRNA:CR46100	0	0	0
asRNA:CR46099	0	37	0
lncRNA:CR46098	0	0	0
asRNA:CR46097	0	410	71
lncRNA:CR43166	3	3	0
asRNA:CR46096	0	356	0
lncRNA:CR46095	0	0	0
lncRNA:CR46094	5	0	5
lncRNA:CR45950	0	0	0
asRNA:CR46093	3	34	10
asRNA:CR46092	0	391	0
asRNA:CR46091	0	23	0
lncRNA:CR46090	2	0	2
asRNA:CR46089	23	300	5
lncRNA:CR46088	0	0	0
asRNA:CR46054	0	0	0
asRNA:CR46261	0	0	0
lncRNA:CR46057	0	0	0
lncRNA:CR46056	0	0	0
asRNA:CR46055	2	13	5
lncRNA:CR46046	0	0	0
lncRNA:Hsromega	836	4	832
asRNA:CR45798	0	3901	0
asRNA:CR46045	0	170	0
asRNA:CR44106	0	1	0
asRNA:CR46044	0	38	0
asRNA:CR45800	0	569	0
lncRNA:CR46043	0	0	0
lncRNA:CR46042	0	0	0
lncRNA:CR46040	0	0	0
lncRNA:CR46039	0	0	0
lncRNA:CR46041	0	0	0
lncRNA:CR46265	0	0	0
lncRNA:CR45996	1	0	1
lncRNA:CR46035	5	1	4
lncRNA:CR46036	2	0	2
lncRNA:CR45223	6	77	0
